word;polarity
милиционер;0
милиционер;0
милиционер;0
милиционер;0
милиционер;0
милиционер;0
милиционер;0
милиция;0
милиция;0
милиция;0
милиция;0
милиция;0
миллиард;0
миллиард;0
миллиард;0
миллиард;0
миллиард;0
миллиард;0
миллиард;0
миллиардер;-1
миллиардер;-1
миллиардер;-1
миллиардер;0
миллиардный;0
миллиардный;0
миллиардный;0
миллиардный;0
миллиметровый;0
миллиметровый;0
миллиметровый;0
миллиметровый;0
миллион;0
миллион;0
миллион;0
миллионер;0
миллионер;0
миллионер;2
милосердный;1
милосердный;0
милосердный;2
милость;-1
милость;0
милость;1
милый;2
милый;2
милый;-1
милый;2
милый;1
мимолетный;0
мимолетный;0
мимолетный;-1
минздрав;0
минздрав;0
минздрав;0
минздрав;0
минздрав;-1
минимальный;0
минимальный;0
минимальный;0
минимум;0
минимум;0
минимум;0
министерство;0
министерство;0
министерство;0
министр;0
министр;0
министр;0
министр;0
минск;0
минск;0
минск;0
минск;0
минус;-1
минус;-1
минус;0
минус;-1
минусовый;0
минусовый;-1
минусовый;0
минута;0
минута;0
минута;0
минута;0
мирный;1
мирный;0
мирный;1
мировоззрение;0
мировоззрение;0
мировоззрение;0
мировой;0
мировой;0
мировой;0
миролюбивый;1
миролюбивый;2
миролюбивый;1
миролюбивый;1
миролюбивый;1
миролюбивый;1
миротворческий;0
миротворческий;1
миротворческий;0
миротворческий;0
мирянин;0
мирянин;0
мирянин;0
миссия;0
миссия;0
миссия;0
мистический;0
мистический;0
мистический;0
мистраль;0
мистраль;0
мистраль;0
мистраль;0
мистраль;0
мистраль;0
мистраль;0
митин;0
митин;-1
митин;0
митинг;0
митинг;0
митинг;0
митинговать;0
митинговать;0
митинговать;-1
митинговать;0
митинговать;-1
митрополит;0
митрополит;0
митрополит;0
митрохин;0
митрохин;0
митрохин;-1
мифический;-1
мифический;-1
мифический;0
мифологический;-1
мифологический;0
мифологический;0
мифологический;0
мифологический;-1
мифологический;-1
мифологический;0
михаил;0
михаил;0
михаил;0
михайлович;0
михайлович;0
михайлович;0
михайлович;0
миша;0
миша;0
миша;0
миша;0
мкад;0
мкад;0
мкад;0
мкад;0
младенец;0
младенец;0
младенец;0
младенец;0
младший;1
младший;0
младший;0
млрд;0
млрд;0
млрд;0
ммм;0
ммм;0
ммм;-1
ммм;0
ммм;0
мнение;0
мнение;0
мнение;0
мнение;0
мнение;0
мнить;-1
мнить;0
мнить;-1
много;-1
много;0
много;-1
много;0
много;0
много;0
многовато;0
многовато;-1
многовато;0
многовато;-1
многовато;-1
многогранный;0
многогранный;0
многогранный;0
многолетний;0
многолетний;0
многолетний;1
многолетний;0
многомиллиардный;0
многомиллиардный;0
многомиллиардный;0
многонациональный;0
многонациональный;0
многонациональный;0
многонациональный;0
многонациональный;0
многонациональный;0
многообещающий;1
многообещающий;1
многообещающий;0
многообразие;0
многообразие;0
многообразие;1
многообразие;0
многострадальный;0
многострадальный;0
многострадальный;0
многострадальный;-1
многострадальный;-1
многофункциональный;0
многофункциональный;1
многофункциональный;1
многочисленный;0
многочисленный;0
многочисленный;-1
множественный;0
множественный;0
множественный;0
множественный;0
мо;0
мо;0
мо;0
мобильный;0
мобильный;0
мобильный;1
могучий;1
могучий;0
могучий;-1
могучий;1
могучий;-1
могучий;1
могущественный;1
могущественный;1
могущественный;1
могущественный;2
мода;0
мода;0
мода;0
мода;-1
мода;0
мода;0
мода;1
мода;0
модель;0
модель;0
модель;0
модерн;0
модерн;0
модерн;0
модернизация;0
модернизация;2
модернизация;2
модернизация;0
модернизация;0
модификация;0
модификация;0
модификация;0
модный;0
модный;1
модный;0
мой;0
мой;0
мой;0
молдавия;0
молдавия;0
молдавия;0
молдавия;0
молдова;0
молдова;0
молдова;0
молиться;1
молиться;0
молиться;0
молодежный;0
молодежный;0
молодежный;0
молодежный;0
молодежь;0
молодежь;0
молодежь;0
молодежь;0
молодежь;0
молоденький;0
молоденький;0
молоденький;0
молодец;2
молодец;1
молодец;1
молодец;1
молодой;0
молодой;0
молодой;0
молодчина;1
молодчина;2
молодчина;1
молодчина;2
молодчина;1
молчать;0
молчать;0
молчать;0
молчать;0
молчать;0
молчать;0
момент;0
момент;0
момент;0
момент;0
мона;0
мона;0
мона;0
монастырь;0
монастырь;0
монастырь;-1
монах;0
монах;0
монах;0
монголия;0
монголия;0
монголия;0
монотонный;-1
монотонный;-1
монотонный;-1
монстр;0
монстр;0
монстр;-1
монстр;-1
монументальный;0
монументальный;1
монументальный;1
мораль;1
мораль;0
мораль;0
мораль;0
моральный;-1
моральный;-1
моральный;0
моральный;0
моральный;0
морда;-1
морда;-2
морда;-1
морда;-1
морда;-1
морда;-1
морда;-2
мордашка;-1
мордашка;0
мордашка;1
мордашка;-1
мордашка;-1
мордочка;1
мордочка;1
мордочка;0
мордочка;0
море;0
море;0
море;0
морской;0
морской;0
морской;0
моряк;0
моряк;0
моряк;0
москаль;-2
москаль;-1
москаль;-1
москаль;-2
москва;0
москва;0
москва;0
москва;0
москвич;0
москвич;0
москвич;0
москвич;0
москвич;0
москвич;0
москвичка;0
москвичка;0
москвичка;0
москвичка;-1
москвичка;-1
московский;0
московский;0
московский;0
московский;0
мост;0
мост;0
мост;0
мост;0
мост;0
мост;0
мочить;-2
мочить;-1
мочить;-1
мошенник;-1
мошенник;-1
мошенник;-1
мошеннический;-1
мошеннический;-2
мошеннический;-2
мошеннический;-1
мошеннический;-1
мошенничество;-1
мошенничество;0
мошенничество;0
мошенничество;-1
мощность;0
мощность;0
мощность;0
мощность;0
мощный;1
мощный;2
мощный;1
мощный;0
мощный;1
мп;0
мп;0
мп;0
мп;0
мп;0
мразь;-2
мразь;-1
мразь;-2
мрак;-1
мрак;-1
мрак;-1
мрак;-1
мракобес;-2
мракобес;-2
мракобес;-2
мракобес;-2
мракобесие;-1
мракобесие;-2
мракобесие;-1
мракобесие;-1
мракобесный;-2
мракобесный;-2
мракобесный;-1
мраморный;0
мраморный;0
мраморный;0
мраморный;0
мраморный;0
мрачноватый;-1
мрачноватый;-1
мрачноватый;-1
мрачный;-1
мрачный;-1
мрачный;0
мстительный;-1
мстительный;-1
мстительный;-1
мстить;-1
мстить;0
мстить;-1
мстить;-1
мудак;-2
мудак;-1
мудак;-1
мудак;-2
мудреный;-1
мудреный;0
мудреный;0
мудрец;1
мудрец;2
мудрец;0
мудрец;-1
мудрец;2
мудрец;1
мудрость;-1
мудрость;-1
мудрость;1
мудрость;1
мудрый;2
мудрый;0
мудрый;1
мудрый;1
муж;-1
муж;0
муж;2
мужественный;1
мужественный;0
мужественный;1
мужественный;2
мужественный;2
мужественный;2
мужественный;1
мужество;1
мужество;1
мужество;0
мужество;1
мужик;0
мужик;0
мужик;-1
мужик;1
мужик;1
мужской;0
мужской;0
мужской;0
мужчина;0
мужчина;0
мужчина;0
мужчина;0
мука;-1
мука;-1
мука;-1
мука;-2
мука;1
мур;0
мур;0
мур;0
мусин;0
мусин;0
мусин;0
мусин;0
муслим;-1
муслим;-1
муслим;-1
муслим;-1
мусор;0
мусор;-1
мусор;-1
мусорить;-1
мусорить;-1
мусорить;0
мусорка;0
мусорка;0
мусорка;-1
мусорный;-1
мусорный;0
мусорный;0
мусорный;0
мусульманин;0
мусульманин;0
мусульманин;0
мусульманин;0
мусульманин;0
мусульманин;0
мусульманин;-1
мусульманин;0
мусульманка;-1
мусульманка;0
мусульманка;0
мусульманка;0
мусульманский;0
мусульманский;0
мусульманский;0
мутный;-1
мутный;-1
мутный;-1
муторный;-1
муторный;-1
муторный;-1
муторный;-1
муторный;-2
муть;0
муть;-1
муть;-1
мухаммед;0
мухаммед;0
мухаммед;0
мучение;-2
мучение;-1
мучение;-1
мучительный;-1
мучительный;-2
мучительный;-1
мучить;0
мучить;0
мучить;0
мучиться;0
мучиться;-2
мучиться;-1
мучиться;-1
мучиться;-1
мчс;1
мчс;0
мчс;0
мчс;0
мыльный;-1
мыльный;0
мыльный;-1
мыльный;-1
мыльный;0
мыслительный;0
мыслительный;0
мыслительный;0
мыслить;0
мыслить;0
мыслить;0
мысль;0
мысль;0
мысль;0
мышление;0
мышление;0
мышление;0
мышление;1
мышление;1
мэр;0
мэр;0
мэр;-1
мэр;0
мэрия;0
мэрия;0
мэрия;0
мюнхен;0
мюнхен;0
мюнхен;0
мюнхен;0
мягкий;0
мягкий;1
мягкий;0
мягкий;0
мягкотелый;1
мягкотелый;-1
мягкотелый;-1
мягкотелый;-1
мягкотелый;-1
мягкотелый;-1
мятежный;1
мятежный;-1
мятежный;0
набирать;0
набирать;-1
набирать;0
набирать;0
набирать;0
наблюдательный;0
наблюдательный;0
наблюдательный;0
наблюдательный;1
наблюдательный;1
наблюдательный;1
наблюдать;0
наблюдать;0
наблюдать;0
наблюдать;0
наблюдать;0
наблюдать;0
навальный;0
навальный;-2
навальный;0
наверно;0
наверно;0
наверно;0
наверно;0
наверное;0
наверное;0
наверное;0
наверное;0
наверняка;0
наверняка;0
наверняка;0
наводить;0
наводить;0
наводить;1
наводнение;0
наводнение;0
наводнение;-2
наводнение;0
наводнение;0
навоз;0
навоз;0
навоз;0
навоз;-1
навоз;0
навоз;0
наворовывать;0
наворовывать;0
наворовывать;-1
наворовывать;-2
навредить;-1
навредить;-1
навредить;-1
навредить;-1
навсегда;0
навсегда;0
навсегда;0
навсегда;0
навык;0
навык;0
навык;0
навязчивый;-1
навязчивый;-2
навязчивый;-1
навязчивый;-1
навязчивый;-1
навязчивый;0
наглость;-1
наглость;0
наглость;-1
наглость;-1
наглость;-1
наглость;-1
наглый;-2
наглый;-1
наглый;-1
награждать;0
награждать;0
награждать;1
нагрузка;0
нагрузка;0
нагрузка;0
надежда;1
надежда;1
надежда;1
надежность;1
надежность;1
надежность;0
надежный;2
надежный;0
надежный;1
надежный;1
надеяться;0
надеяться;0
надеяться;1
надлежащий;0
надлежащий;1
надлежащий;1
надлежащий;0
надлежащий;1
надоедать;-1
надоедать;0
надоедать;-1
надрываться;-1
надрываться;-1
надрываться;-1
надрывный;-2
надрывный;-1
надрывный;-1
наебывать;-2
наебывать;-2
наебывать;-2
наебывать;-1
наебывать;-2
наезд;0
наезд;0
наезд;-1
наезд;-1
наезжать;-1
наезжать;0
наезжать;-1
наемник;0
наемник;0
наемник;-1
наемный;0
наемный;0
наемный;0
назад;0
назад;0
назад;0
название;0
название;0
название;0
наземный;0
наземный;0
наземный;0
наземный;0
назначать;0
назначать;0
назначать;0
назойливый;-1
назойливый;-1
назойливый;-1
назойливый;-1
назойливый;-1
назойливый;-1
называть;0
называть;0
называть;0
называться;0
называться;0
называться;0
наивный;-1
наивный;-1
наивный;-1
наизнанку;-1
наизнанку;-1
наизнанку;0
наизусть;0
наизусть;0
наизусть;0
наказание;0
наказание;-2
наказание;0
наказуемый;-1
наказуемый;-1
наказуемый;-1
наказуемый;-1
наказывать;0
наказывать;-1
наказывать;-1
наказывать;0
наказывать;0
наказывать;-1
налаживать;0
налаживать;0
налаживать;0
налаживать;0
налево;-1
налево;-1
налево;0
наличие;0
наличие;0
наличие;0
налог;1
налог;0
налог;0
налог;0
налог;0
налоговый;0
налоговый;0
налоговый;0
налоговый;0
намного;0
намного;0
намного;0
намного;0
намного;0
нанимать;0
нанимать;0
нанимать;0
нанимать;0
нанимать;0
нанимать;0
нанимать;0
наносить;-1
наносить;0
наносить;0
наносить;0
наносить;0
наоборот;0
наоборот;0
наоборот;0
наоборот;0
нападение;0
нападение;0
нападение;0
напасть;-1
напасть;-1
напасть;-1
напасть;-1
напасть;-1
напиваться;-2
напиваться;-1
напиваться;-1
написать;0
написать;0
написать;0
наплевать;-1
наплевать;-1
наплевать;-1
наповал;0
наповал;0
наповал;0
наповал;-1
наполеоновский;0
наполеоновский;0
наполеоновский;0
наполняться;0
наполняться;0
наполняться;-1
напоминать;0
напоминать;0
напоминать;0
напористый;1
напористый;-1
напористый;1
направление;0
направление;0
направление;0
направо;0
направо;0
направо;0
напрасный;0
напрасный;0
напрасный;-1
напрягать;-1
напрягать;0
напрягать;0
напрягаться;0
напрягаться;0
напрягаться;-1
напрягаться;0
напряжение;0
напряжение;0
напряжение;0
напряженность;-1
напряженность;-1
напряженность;-2
напряженность;-1
напряженный;-2
напряженный;0
напряженный;-1
напряженный;0
напряженный;0
напугать;-1
напугать;0
напугать;0
напускной;-1
напускной;-1
напускной;0
напускной;0
напускной;-1
напыщенный;-1
напыщенный;-1
напыщенный;-1
наравне;1
наравне;0
наравне;1
нарекание;-1
нарекание;-1
нарекание;-1
нарик;-1
нарик;-1
нарик;-1
наркоз;0
наркоз;0
наркоз;0
наркоман;-2
наркоман;-2
наркоман;-1
наркоман;-1
наркоман;-1
наркоман;-1
наркоман;-1
наркомания;-1
наркомания;-1
наркомания;-1
наркоманский;-1
наркоманский;-1
наркоманский;-1
наркоманский;-2
наркоманский;-1
наркота;-1
наркота;-1
наркота;-1
наркотик;-1
наркотик;-1
наркотик;-1
наркотический;0
наркотический;-1
наркотический;-1
наркоторговец;-2
наркоторговец;-1
наркоторговец;-1
народ;0
народ;0
народ;0
народ;0
народ;0
народность;-1
народность;0
народность;0
народный;0
народный;0
народный;0
народный;0
нарушать;-1
нарушать;-1
нарушать;0
нарушение;-1
нарушение;-1
нарушение;-1
нарушитель;-1
нарушитель;0
нарушитель;-1
нарушитель;-1
население;0
население;0
население;0
насиловать;-2
насиловать;-1
насиловать;-2
насиловать;-1
насильник;-2
насильник;-1
насильник;-1
насильственный;-1
насильственный;-1
насильственный;-1
насквозь;0
насквозь;0
насквозь;0
насколько;0
насколько;0
насколько;0
наслаждаться;1
наслаждаться;0
наслаждаться;1
наслаждение;1
наслаждение;0
наслаждение;-1
наслышан;-1
наслышан;0
наслышан;-1
наслышан;0
насмотреться;-1
насмотреться;-1
насмотреться;0
насрать;-2
насрать;-2
насрать;-2
наставать;0
наставать;2
наставать;0
наставать;0
наставать;0
настойчивый;0
настойчивый;0
настойчивый;0
настойчивый;-1
настораживать;-1
настораживать;-1
настораживать;-1
настоятель;0
настоятель;0
настоятель;0
настоящий;0
настоящий;0
настоящий;0
настраивать;0
настраивать;0
настраивать;0
настроение;0
настроение;0
настроение;0
настроение;0
наступательный;0
наступательный;-1
наступательный;1
наступать;0
наступать;0
наступать;0
наступать;0
наступление;0
наступление;0
наступление;0
наступление;0
наступление;0
наступление;0
насущный;0
насущный;0
насущный;0
нато;0
нато;0
нато;-2
натуральный;0
натуральный;0
натуральный;0
натяжка;0
натяжка;-1
натяжка;-1
наука;0
наука;0
наука;0
научать;0
научать;0
научать;0
научать;0
научный;2
научный;0
научный;0
научный;0
научный;1
научный;0
научный;0
находиться;0
находиться;0
находиться;0
находка;0
находка;0
находка;0
нахуй;-2
нахуй;-2
нахуй;-1
нахуя;-2
нахуя;-1
нахуя;-2
нахуя;-2
нацбол;-1
нацбол;-1
нацбол;-1
нацбол;0
нацбол;-1
нацбол;0
нацизм;-2
нацизм;-1
нацизм;-1
национал;0
национал;-1
национал;1
национал;-1
национал;0
национал;0
национализм;0
национализм;-1
национализм;-1
национализм;-1
националист;-1
националист;0
националист;0
националистический;-1
националистический;0
националистический;0
национальность;1
национальность;0
национальность;0
национальность;0
национальный;0
национальный;0
национальный;0
нацист;-1
нацист;0
нацист;-1
нацистский;-2
нацистский;-1
нацистский;-2
нация;0
нация;0
нация;0
нация;0
нацмен;-1
нацмен;0
нацмен;-1
нацмен;0
нацмен;-2
начало;0
начало;0
начало;0
начало;0
начало;0
начало;0
начальник;0
начальник;0
начальник;0
начальник;0
начальство;0
начальство;0
начальство;0
начальство;0
начальство;-1
начальство;0
начальство;0
начинание;0
начинание;0
начинание;0
начинаться;0
начинаться;0
начинаться;-1
наш;0
наш;0
наш;1
ндс;0
ндс;0
ндс;0
ндс;0
ндс;0
неадекватный;-1
неадекватный;-1
неадекватный;-1
неадекватный;-1
неадекватный;-1
неактуальный;0
неактуальный;-1
неактуальный;0
неактуальный;-1
неактуальный;0
небезопасный;0
небезопасный;-1
небезопасный;-1
небезразличный;1
небезразличный;1
небезразличный;1
небезразличный;0
небезразличный;1
небезызвестный;-1
небезызвестный;0
небезызвестный;0
небесный;0
небесный;1
небесный;0
неблагодарный;-1
неблагодарный;-1
неблагодарный;-1
неблагодарный;-1
неблагонадежный;-1
неблагонадежный;-1
неблагонадежный;-1
неблагонадежный;-1
неблагонадежный;-1
неблагонадежный;-1
неблагополучный;-2
неблагополучный;-1
неблагополучный;-1
неблагополучный;-1
неблагополучный;-1
неблагоприятный;-1
неблагоприятный;-1
неблагоприятный;-1
небогатый;0
небогатый;-1
небогатый;-1
небольшой;0
небольшой;0
небольшой;0
небрежный;1
небрежный;0
небрежный;0
небывалый;1
небывалый;-1
небывалый;2
неважный;0
неважный;0
неважный;-1
неважный;0
неведомый;-1
неведомый;0
неведомый;0
невежливый;-1
невежливый;-2
невежливый;0
невеликий;-1
невеликий;-1
невеликий;0
невеликий;-1
невеликий;0
невеликий;0
неверный;-1
неверный;-1
неверный;-1
неверный;-1
невероятный;0
невероятный;-1
невероятный;1
невеселый;-1
невеселый;-1
невеселый;-1
невзначай;0
невзначай;0
невзначай;0
невзрачный;-1
невзрачный;0
невзрачный;0
невиданный;0
невиданный;0
невиданный;-1
невинный;0
невинный;1
невинный;0
невинный;1
невиновность;0
невиновность;0
невиновность;0
невиновность;1
невиновный;0
невиновный;0
невиновный;0
невиновный;2
невиновный;1
невнимательный;-1
невнимательный;-1
невнимательный;0
невнятный;-1
невнятный;-1
невнятный;-1
невнятный;-1
невозможность;-1
невозможность;0
невозможность;0
невозможный;0
невозможный;0
невозможный;0
невозможный;-1
невозможный;0
невольный;0
невольный;0
невольный;-1
невообразимый;0
невообразимый;0
невообразимый;-1
невообразимый;1
невооруженный;0
невооруженный;0
невооруженный;-1
невооруженный;0
невоспитанный;-2
невоспитанный;-1
невоспитанный;-1
невостребованный;-1
невостребованный;-1
невостребованный;-1
невредимый;1
невредимый;0
невредимый;1
невроз;0
невроз;-1
невроз;-1
невротический;0
невротический;0
невротический;0
невыгодный;-1
невыгодный;0
невыгодный;0
невыносимый;-1
невыносимый;-1
невыносимый;-2
невыносимый;-1
невыносимый;-1
невыносимый;-1
невыплаченный;-1
невыплаченный;0
невыплаченный;-1
невыполненный;0
невыполненный;-1
невыполненный;0
невыполненный;-1
невыполнимый;0
невыполнимый;-1
невыполнимый;-1
невысокий;0
невысокий;0
невысокий;1
негатив;-1
негатив;0
негатив;-1
негативный;-1
негативный;-1
негативный;-1
неглубокий;-1
неглубокий;0
неглубокий;0
неглупый;1
неглупый;0
неглупый;1
неглупый;1
негодный;-2
негодный;-1
негодный;-1
негодный;-1
негодяй;-2
негодяй;-1
негодяй;-1
негодяй;-1
негр;-1
негр;-1
негр;0
негр;-1
неграмотный;-1
неграмотный;-1
неграмотный;-1
неграмотный;-1
неграмотный;-1
негромкий;0
негромкий;0
негромкий;0
негромкий;0
негромкий;1
негромкий;1
негромкий;0
негуманный;-1
негуманный;-1
негуманный;-1
недавний;0
недавний;0
недавний;0
недалекий;0
недалекий;0
недалекий;-1
недалекий;-1
недалекий;-1
недалекий;0
недальновидный;-1
недальновидный;-2
недальновидный;-1
недаром;0
недаром;0
недаром;0
недвижимость;0
недвижимость;0
недвижимость;0
недвижимость;0
недвусмысленный;0
недвусмысленный;-1
недвусмысленный;0
недееспособный;-1
недееспособный;0
недееспособный;-1
недееспособный;-1
недействительный;0
недействительный;0
недействительный;0
неделя;0
неделя;0
неделя;0
неделя;0
неделя;0
неделя;0
неделя;0
недемократичный;-1
недемократичный;-1
недемократичный;-1
недемократичный;-1
недешевый;-1
недешевый;0
недешевый;-1
недисциплинированный;-1
недисциплинированный;-1
недисциплинированный;-1
недобросовестный;-1
недобросовестный;-1
недобросовестный;-1
недобросовестный;-1
недобросовестный;-1
недобросовестный;0
недобросовестный;-1
недобрый;-1
недобрый;-1
недобрый;-1
недоверие;-1
недоверие;-1
недоверие;0
недоверие;-1
недовольный;0
недовольный;-1
недовольный;-1
недовольный;-1
недовольство;-1
недовольство;-1
недовольство;-1
недолгий;0
недолгий;0
недолгий;0
недолгий;0
недолговечный;-1
недолговечный;0
недолговечный;-1
недолюбливать;-1
недолюбливать;-1
недолюбливать;-1
недоношенный;0
недоношенный;-2
недоношенный;-2
недоношенный;-1
недоношенный;-2
недопустимый;-1
недопустимый;0
недопустимый;-1
недоразвитый;-2
недоразвитый;-2
недоразвитый;-1
недоразумение;-1
недоразумение;-1
недоразумение;-1
недорогой;1
недорогой;1
недорогой;1
недорогой;1
недорогой;1
недостаток;-1
недостаток;-1
недостаток;0
недостаток;0
недостаток;0
недостаток;-1
недостаток;-1
недостаток;-1
недостаточный;-1
недостаточный;0
недостаточный;-1
недостаточный;-1
недостаточный;-1
недостаточный;-1
недостаточный;0
недостижимый;0
недостижимый;0
недостижимый;0
недостижимый;-1
недостижимый;0
недостойный;-1
недостойный;-1
недостойный;-1
недостойный;-1
недостойный;-2
недостойный;-1
недосягаемый;-1
недосягаемый;0
недосягаемый;0
недосягаемый;1
недосягаемый;1
недосягаемый;1
недоумевать;0
недоумевать;0
недоумевать;-1
недоумевать;-1
недоумение;-1
недоумение;-1
недоумение;-1
недоумение;0
недоумение;-1
недочет;-1
недочет;-1
недочет;0
недочет;-1
недружелюбный;-1
недружелюбный;-1
недружелюбный;-1
недурной;1
недурной;1
недурной;1
недюжинный;0
недюжинный;1
недюжинный;0
нежданный;-1
нежданный;0
нежданный;-1
нежданный;-1
нежелание;0
нежелание;-1
нежелание;-1
нежелание;-1
нежелание;-1
нежелание;-1
нежеланный;-1
нежеланный;-1
нежеланный;-1
нежизнеспособный;-1
нежизнеспособный;-2
нежизнеспособный;0
нежизнеспособный;-1
нежизнеспособный;-1
нежизнеспособный;-1
нежизнеспособный;-1
нежилой;0
нежилой;0
нежилой;0
нежилой;0
нежилой;-1
нежилой;0
нежный;1
нежный;1
нежный;1
нежный;1
незавершенный;0
незавершенный;-1
незавершенный;0
незавершенный;0
незавершенный;0
незавидный;-1
незавидный;-1
незавидный;-2
независимость;0
независимость;0
независимость;0
независимый;0
независимый;-1
независимый;0
незаконный;0
незаконный;-1
незаконный;-2
незаконный;-1
незаконный;-2
незаконный;0
незаконченный;0
незаконченный;0
незаконченный;0
незаконченный;0
незаконченный;0
незалежный;-1
незалежный;0
незалежный;0
незаменимый;1
незаменимый;0
незаменимый;0
незаменимый;0
незамутненный;-1
незамутненный;1
незамутненный;1
незамутненный;-1
незамутненный;-1
незатейливый;0
незатейливый;0
незатейливый;0
незатейливый;-1
незатейливый;-1
незащищенный;0
незащищенный;0
незащищенный;0
нездоровый;-1
нездоровый;-1
нездоровый;-1
нездоровый;-1
неземной;-1
неземной;1
неземной;1
неземной;0
незнание;-1
незнание;-1
незнание;-1
незнание;0
незначительный;0
незначительный;0
незначительный;0
незначительный;0
незрелый;-1
незрелый;-1
незрелый;-1
незыблемый;0
незыблемый;0
незыблемый;0
незыблемый;0
неизбежный;0
неизбежный;-1
неизбежный;0
неизведанный;0
неизведанный;0
неизведанный;0
неизгладимый;1
неизгладимый;-1
неизгладимый;-1
неизгладимый;-1
неизгладимый;1
неизлечимый;-1
неизлечимый;-1
неизлечимый;-1
неизменный;0
неизменный;0
неизменный;0
неизмеримый;-1
неизмеримый;-1
неизмеримый;1
неимоверный;0
неимоверный;-1
неимоверный;0
неинтересный;-1
неинтересный;-1
неинтересный;-1
неискренний;-1
неискренний;-1
неискренний;-1
неискренний;0
неискренний;-1
неиспользованный;0
неиспользованный;-1
неиспользованный;0
неиспользованный;0
неисправимый;-1
неисправимый;-1
неисправимый;-1
неисправный;-1
неисправный;-1
неисправный;0
неистовый;-1
неистовый;-1
неистовый;-2
неистребимый;-1
неистребимый;-1
неистребимый;-1
неистребимый;-1
неистребимый;-1
неисчерпаемый;0
неисчерпаемый;1
неисчерпаемый;1
нейтральный;0
нейтральный;0
нейтральный;0
нейтральный;0
нейтральный;0
нейтральный;0
некачественный;-1
некачественный;-1
некачественный;-1
неквалифицированный;0
неквалифицированный;-1
неквалифицированный;-1
некогда;0
некогда;0
некогда;0
некомпетентный;-1
некомпетентный;-1
некомпетентный;-1
некомфортный;-1
некомфортный;-1
некомфортный;-1
некомфортный;-1
некомфортный;-1
неконтролируемый;-1
неконтролируемый;0
неконтролируемый;-1
неконфликтный;0
неконфликтный;1
неконфликтный;1
некорректный;-1
некорректный;-1
некорректный;0
некрасивый;-1
некрасивый;-1
некрасивый;-2
некрупный;0
некрупный;0
некрупный;0
некультурный;-1
некультурный;-1
некультурный;-1
некурящий;1
некурящий;0
некурящий;0
нелегал;-2
нелегал;-1
нелегал;-1
нелегал;0
нелегал;-1
нелегал;-1
нелегальный;-1
нелегальный;0
нелегальный;0
нелегитимный;-2
нелегитимный;-1
нелегитимный;-1
нелегкий;-1
нелегкий;1
нелегкий;0
нелегкий;0
нелепость;-1
нелепость;-1
нелепость;0
нелепый;-1
нелепый;0
нелепый;-1
нелепый;-1
нелестный;-1
нелестный;-1
нелестный;-2
нелестный;-1
нелестный;-1
нелестный;-1
нелицеприятный;-1
нелицеприятный;-1
нелицеприятный;-1
нелишний;0
нелишний;0
нелишний;1
нелишний;0
неловкий;-1
неловкий;-1
неловкий;-1
нелогичный;0
нелогичный;-1
нелогичный;-1
нелюбимый;-1
нелюбимый;-1
нелюбимый;-1
нелюбовь;0
нелюбовь;-1
нелюбовь;0
нелюбовь;-1
нелюди;-2
нелюди;-1
нелюди;-2
нелюди;-1
немаленький;0
немаленький;1
немаленький;-1
немаленький;0
немаловажный;0
немаловажный;0
немаловажный;1
немалый;0
немалый;0
немалый;0
немалый;0
немалый;1
немалый;0
немалый;-1
немедленный;0
немедленный;0
немедленный;0
немец;0
немец;0
немец;0
немец;0
немецкий;0
немецкий;0
немецкий;0
неминуемый;-1
неминуемый;0
неминуемый;-1
неминуемый;0
неминуемый;-1
неминуемый;-1
немного;0
немного;0
немного;0
немногочисленный;0
немногочисленный;0
немногочисленный;0
немногочисленный;0
немногочисленный;0
немножечко;-1
немножечко;0
немножечко;0
немножечко;0
немножко;0
немножко;0
немножко;0
немножко;0
немодный;0
немодный;-1
немодный;0
немой;0
немой;-1
немой;0
немой;0
немой;0
немой;0
немой;0
немой;0
немой;0
немолодой;0
немолодой;0
немолодой;0
немолодой;0
немолодой;0
немолодой;-1
немолодой;0
немолодой;0
немыслимый;-1
немыслимый;-1
немыслимый;0
немытый;-1
немытый;0
немытый;-1
ненавидеть;-2
ненавидеть;-2
ненавидеть;-1
ненавидеть;-1
ненавидеть;-1
ненависть;-1
ненависть;-1
ненависть;-1
ненависть;-2
ненавязчивый;1
ненавязчивый;1
ненавязчивый;0
ненавязчивый;0
ненадежный;0
ненадежный;-2
ненадежный;-1
ненадежный;-1
ненадежный;-1
ненароком;0
ненароком;-1
ненароком;-1
ненароком;0
ненастоящий;-1
ненастоящий;-1
ненастоящий;0
ненастоящий;-2
ненасытный;-1
ненасытный;-1
ненасытный;-1
ненасытный;-1
ненормальный;-2
ненормальный;-1
ненормальный;-1
ненормальный;-1
ненормальный;-1
ненормативный;-1
ненормативный;-1
ненормативный;-1
ненормативный;-1
ненужный;0
ненужный;0
ненужный;-1
ненужный;-1
ненужный;-1
ненужный;0
необдуманный;-1
необдуманный;-2
необдуманный;-1
необдуманный;-1
необдуманный;-1
необитаемый;0
необитаемый;0
необитаемый;0
необразованный;-1
необразованный;-1
необразованный;-1
необразованный;-1
необразованный;-1
необразованный;-1
необразованный;-1
необразованный;-1
необученный;0
необученный;-1
необученный;-1
необученный;-1
необученный;0
необходимость;0
необходимость;0
необходимость;0
необходимость;0
необходимый;0
необходимый;0
необходимый;0
необъяснимый;0
необъяснимый;0
необъяснимый;0
необъяснимый;0
